150,0
108,2
129,1
187,0
172,0
178,0
160,3
163,0
147,2
155,1
148,0
153,0
142,2
173,0
162,0
174,0
168,1
160,0
139,0
171,0
144,0
162,0
160,1
173,3
132,4
158,0
172,0
114,0
171,0
114,3
151,0
160,2
158,1
161,0
179,0
178,0
120,3
112,1
132,3
137,0
114,4
178,0
162,0
157,0
169,1
165,4
123,0
128,4
157,0
152,0
168,0
140,0
153,2
188,0
144,1
109,1
163,1
158,1
152,0
125,0
142,2
160,0
131,1
170,0
113,2
142,2
155,1
165,0
140,2
147,1
148,0
163,3
99,1
158,1
177,1
151,0
141,1
142,0
180,0
111,3
148,0
143,0
182,0
150,3
172,0
180,0
156,0
115,0
160,0
149,0
151,0
145,3
146,0
175,0
172,0
161,1
142,2
157,3
158,0
186,0
185,0
174,0
159,0
130,0
139,3
156,0
162,2
150,1
140,2
140,3
146,1
144,1
190,0
136,2
97,2
132,0
165,0
182,0
132,3
127,2
150,3
154,4
143,0
111,3
174,1
175,0
133,3
126,3
170,0
163,0
147,0
154,0
202,0
186,0
165,0
161,0
125,4
103,3
130,1
166,0
164,0
159,1
184,0
131,1
154,0
152,1
124,4
179,0
170,0
160,0
178,0
122,0
160,0
145,4
96,3
109,1
173,1
171,1
170,2
151,0
156,0
162,4
158,0
122,0
175,0
168,0
169,0
159,0
156,1
138,0
112,3
111,0
143,1
157,0
132,4
88,1
147,0
105,1
162,0
173,0
166,3
150,2
178,0
145,0
161,1
179,0
194,0
120,2
195,1
146,2
163,0
122,3
143,1
106,2
115,0
125,3
131,0
152,0
162,0
125,1
159,0
154,0
173,0
133,0
161,0
147,3
130,3
126,3
155,0
154,1
170,0
182,4
168,0
165,3
160,1
162,0
172,0
152,0
122,0
182,0
172,0
167,0
179,0
95,3
169,1
192,0
143,0
172,0
108,3
132,2
169,0
117,2
126,1
121,0
163,0
116,3
103,2
144,1
162,0
162,0
153,0
163,0
163,0
145,2
96,0
71,2
156,2
118,1
168,3
140,0
126,0
105,1
105,0
157,0
181,0
173,0
142,0
116,0
143,0
141,1
149,0
152,3
171,0
169,0
125,4
125,2
156,2
134,2
181,1
150,0
138,1
138,0
120,2
125,0
162,1
155,0
152,0
152,0
164,1
131,0
143,2
179,0
130,3
174,0
161,2
140,4
146,2
144,0
163,0
169,0
150,1
166,0
144,2
144,2
136,1
182,0
90,3
123,1
132,1
141,2
115,3
174,1
173,0
